source_id	title	platform	url	published_at	access_type	authorization_status	source_type	topic_tags	stroke_tags	timestamps	usability	confidence	notes
LH_BILI_SEASON_BV1XJ411W7YZ	高远球为什么打不远？刘辉教练教你高远球又高又远的秘诀！发力最基础的关键点 今日一亿自取	Bilibili	https://www.bilibili.com/video/BV1xj411W7Yz/	2023-12-20	public	authorized	video	high_clear,power	high_clear,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1IC411M7JF	正手高远球怎么发？刘辉教练教你发一个又高又远垂直下落的高远球动作技巧 中高级进阶同样适用	Bilibili	https://www.bilibili.com/video/BV1ic411m7jF/	2023-12-23	public	authorized	video	high_clear	high_clear		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV19C4Y1S7Z2	为什么内旋感觉很别扭？刘辉教练教你内旋发力需要配合正确的击球点！调整更高的点后高远球杀球立马不一样	Bilibili	https://www.bilibili.com/video/BV19C4y1S7z2/	2023-12-22	public	authorized	video	high_clear,smash,contact_point,power,internal_rotation	high_clear,smash,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1CJ411N7ZV	被动了怎么吊球？刘辉教练教你野球场常见技术老头吊	Bilibili	https://www.bilibili.com/video/BV1Cj411n7zV/	2023-12-28	public	authorized	video	drop	drop		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1ZI4Y1H7HE	为什么越使劲越打不出去？刘辉教练教你正手发力关键技巧！并不是绝对力量大就能打的远	Bilibili	https://www.bilibili.com/video/BV1Zi4y1h7he/	2023-12-30	public	authorized	video	power	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1XE41167TB	羽毛球鞭打发力怎么做？刘辉教练教你完美鞭甩的前提条件！不看又错过一个亿	Bilibili	https://www.bilibili.com/video/BV1xe41167tb/	2023-12-31	public	authorized	video	power	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1FC4Y1I7KZ	为什么侧身击球转不正？刘辉教练教你实战更常用的半侧身击球！不看又错过一个亿	Bilibili	https://www.bilibili.com/video/BV1FC4y1i7kz/	2023-12-31	public	authorized	video	match_transfer	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV13A4Y1Q7CB	怎样让打球动作更好看（1）架拍框架篇！刘辉教练教你专业好看的高远球动作关键点(1)看完让你脱离新手 直接入门 打了几年的老鸟也未必知道	Bilibili	https://www.bilibili.com/video/BV13a4y1q7cB/	2024-01-03	public	authorized	video	high_clear,power_framework	high_clear,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1JI4Y1R7ZJ	怎样让打球动作更好看（2）挥拍发力篇！刘辉教练教你专业好看的高远球动作关键点(2)看完让你脱离新手 直接入门 打了几年的老鸟也未必知道	Bilibili	https://www.bilibili.com/video/BV1Ji4y1r7zJ/	2024-01-04	public	authorized	video	high_clear,power,swing	high_clear,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1HQ4Y177QA	高远球发力是什么感觉？刘辉教练教你羽毛球发力到底靠的是什么？不看又错过一个亿	Bilibili	https://www.bilibili.com/video/BV1hQ4y177QA/	2024-01-05	public	authorized	video	high_clear,power	high_clear,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1OC4Y1I7BK	高远球动作怎么改？刘辉教练教你改正确动作做好这三点！超级干货，精华都浓缩在这了！	Bilibili	https://www.bilibili.com/video/BV1oC4y1i7Bk/	2024-01-05	public	authorized	video	high_clear	high_clear		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV19G4Y1S75F	高远球发力怎么学？刘辉教练教你线下班学习发力动作顺序！醍醐灌顶 适合初学 看完直接入门	Bilibili	https://www.bilibili.com/video/BV19g4y1S75f/	2024-01-06	public	authorized	video	high_clear,power,learning_order	high_clear,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1ZT4Y1W7EF	为什么打球总是感觉发不上力？刘辉教练教你学发力前先学这个动作，事半功倍！又是线下班vip教学内容！不看又错过一个亿啊	Bilibili	https://www.bilibili.com/video/BV1zT4y1W7Ef/	2024-01-06	public	authorized	video	power	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1RA4Y1Q75Z	怎样的发力才会集中？刘辉教练教你集中发力的关键因素！正反手通用。羽毛球很难但有人教你就容易多了！不看又错过一个亿	Bilibili	https://www.bilibili.com/video/BV1ra4y1q75Z/	2024-01-07	public	authorized	video	power,backhand	all,backhand		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV16G411B7FC	高远球、吊球、杀球时左手应该放哪里？刘辉教练教你左手左腿的作用和发力核心动作！(左手泛指非持拍手)	Bilibili	https://www.bilibili.com/video/BV16G411B7fc/	2024-01-09	public	authorized	video	high_clear,smash,drop,power	high_clear,smash,drop,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1BI4Y1Q7EH	你不知道的架拍细节延伸！刘辉教练教你最适合业余球友的架拍方式！进阶霸王杀等多种架拍优势！7分钟极限输出	Bilibili	https://www.bilibili.com/video/BV1Bi4y1q7eh/	2024-01-10	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1NQ4Y157JT	后场压不住球怎么办？刘辉教练教你VIP课合肘时机概念！让你杀球下压简单又轻松的秘诀 不看又错过一亿	Bilibili	https://www.bilibili.com/video/BV1nQ4y157jT/	2024-01-11	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1DW4Y1A7FX	跳杀找不到击球点怎么办？刘辉教练教你找正确的击球点最快的方法！真的绝了！	Bilibili	https://www.bilibili.com/video/BV1DW4y1A7fx/	2024-01-13	public	authorized	video	smash,contact_point	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1H64Y1N7IZ	石宇奇的快速劈杀是怎么劈的？刘辉教练教你劈杀提高球速的秘诀！不看又错过一个亿	Bilibili	https://www.bilibili.com/video/BV1H64y1N7iZ/	2024-01-14	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV11C411S7GQ	爆发力框架怎么做？刘辉教练教你快速出框架意义太大了！打羽毛球有了框架就是专业	Bilibili	https://www.bilibili.com/video/BV11c411s7Gq/	2024-01-17	public	authorized	video	power,power_framework	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1TC4Y1C77U	架拍要开肩扩胸吗？刘辉教练教你开肩扩胸对发力的影响！又一次醍醐灌顶，高远球还打不上力的赶紧试试	Bilibili	https://www.bilibili.com/video/BV1tC4y1C77U/	2024-01-18	public	authorized	video	high_clear,power	high_clear,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1764Y1A79D	被动了动作变形怎么办？刘辉教练教你一招解决动作变形如何发力！醍醐灌顶！太有用了 有没有！	Bilibili	https://www.bilibili.com/video/BV1764y1A79d/	2024-01-20	public	authorized	video	power	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV12Z4Y1N7B4	杀球架拍要立腕吗？刘辉教练教你如果你要的是大发力杀球，立腕与不立腕有什么作用？	Bilibili	https://www.bilibili.com/video/BV12Z4y1n7b4/	2024-01-26	public	authorized	video	smash,power	smash,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1R2421W7DX	为什么正手过渡学不会？刘辉教练教你有了这种感觉才能学会！不看又错过一个亿	Bilibili	https://www.bilibili.com/video/BV1R2421w7DX/	2024-01-31	public	authorized	video	bilibili_season_metadata	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1K6421G7YB	杀球怎么用腰腹力量？刘辉教练教你有了这种感觉就是用上了！实际上和我感觉系列！	Bilibili	https://www.bilibili.com/video/BV1k6421G7Yb/	2024-01-31	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1RP421D7OM	杀球太平不够尖怎么办？杀球压下去的动作技巧！不看又错过一个亿~	Bilibili	https://www.bilibili.com/video/BV1rp421d7om/	2024-02-03	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1JJ4M1B7WM	头顶被动怎么顶回后场？羽毛球被动高点位击球发力技巧！不看又错过一个亿	Bilibili	https://www.bilibili.com/video/BV1jJ4m1b7Wm/	2024-02-04	public	authorized	video	power	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1S642137XA	怎样打出大发力重杀？重杀动作框架&发力技巧！11分钟极限输出讲透大发力！不看又错过一个亿	Bilibili	https://www.bilibili.com/video/BV1S642137xA/	2024-02-07	public	authorized	video	smash,power,power_framework	smash,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1MM411D7VQ	为什么打球姿势不协调？动作好看的发力技巧	Bilibili	https://www.bilibili.com/video/BV1Mm411D7VQ/	2024-02-13	public	authorized	video	power	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1SJ4M1X7X9	不转身劈杀怎么做？羽毛球单打劈杀关键核心技巧 不看又错过一个亿啊	Bilibili	https://www.bilibili.com/video/BV1sJ4m1x7x9/	2024-02-21	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1G6421U77H	高远球如何打到底线？两个方法提升发力感！后场大发力教学速成版！14分钟极限输出	Bilibili	https://www.bilibili.com/video/BV1g6421u77h/	2024-02-24	public	authorized	video	high_clear,power	high_clear,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1Y4421F7KV	跳杀怎样有滞空感？最高点击球对吗？滞空详细教学完整版！	Bilibili	https://www.bilibili.com/video/BV1y4421F7KV/	2024-03-01	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
